Anlc mlsai iu cigwa kro'tickutamiwat. Anlc misai ||| Therefore such was how they there came into posses sion of fire.
Midac Nanabuju kru'nabandang apitci tibinawanig, apitci cingobikang. "Mlsa oma tcigabaciyang." ||| Oh, with what great speed then ran Nanabushu! Once more he cried aloud: "Hold on, hold on, my friends! Wait for me awhile, I wish to speak with you!"
Mri'ma klnibawad. Ayabi'tatibiga'k kimadwa'irnickawag uskinawag ma'rnganag, krkatciwag. Klmadwamadcawag. Kigicabidac glgito a'kiw^zima'rngan : "Amba, Nanabuju! aja klnaganigomin. Aja wasa ayadoganag kitocimag." ||| Finally (the old Wolf) stopped and stood.
Gigijap kimadcawag mamawi. A ! minawa pimipa'to Nanabucu. Naya'ir'kwag, kimadablwag pacig saga-rgan. Owabamawan namadabinit micawa'kwam. Klgito alkiwanzimaTngan : "Nacka, Nanabuju! kanabatc mlca/a'tcigawa^ ||| So Nanabushu arrived over there. "Well, halloo, halloo my friends!" And of his nephews Nanabushu inquired: "Where are you going?"
"Ayen8," ilkido. "Anm andaciwad?" i'kido a'kiw^zima-rngan. ||| "Oh, far away towards the dawn."
"Nisiwag" i'kido Nanaboju, "pacig nojas nijidac mani- ||| "What is the name of the place?"
"Kawin," i'kido a'kiw^zirna'rngan, "pacigwaya'ta monz." ||| "Oh!" Nanabushu said, "that is the very place where I too am going."
Mldac klmadciba'towad uskinawiig, kaya winawa a'ki- ||| The Wolf asked Nanabushu: "What are you carrying on your back?"
Mri'dac aca klmadcat mons, mlidac no%pinanawat monzon ||| "My bag (with personal belongings) is what I have on my back."
wawani." Ningutingi'gu owabandanawa ma*rngan wlpit pata'ka'kwisinig mi'tigung. Mldac a'kidot a4kiwanzimai'n- ||| Why, Nanabushu said: "I will go along with you. What are you looking for? I too am bound for that place."
Nanabujo dac i'kido : "Anin gadodaman animwabit?" ||| "Last summer on a hunt were your nephews; much game they killed, and a good deal of dry meat and grease was what they cached ; that is what we are going there for. Furthermore, on another hunt your nephews wish to go." Thus spoke the old Wolf.
A'kiwanzima'rngan dac uwrkupidon midac kaijipa'pawinank asawan, apitcunicicin asawan. Wayabandan idac Nanabujo ilkido : "Taga nln, ningadanita'kunan mndojim odasawan !" ||| "Oh," Nanabushu said, "I am going along with you."
A'kiwanzi idac i'kido : "Nongum kuca animwabit kiditan. Animadcani^u !" ||| "Oh, no!" said the old Wolf. "You cannot keep pace with your nephews."
gan kra'nimlzid. Mldac a'kidot alkiwanzimaTngan : "Taga, Nanabucu ! anita'kunan kidojim umatatasan." ||| Then off started the Wolves running. As they went their way up from the shore, he picked up his pack (and) flung it upon a log. " Pinus resinosa^] shall it be called till the end of the world."
Midac a'kidot Nanabuju: "Anln kadodaman animomo1?" ||| Thereupon they started off. Always running were the Wolves, and Nanabushu himself ran with great speed.
Mldac alkiwanzi ugi'trda'pinan. Mldac kipa'pawinang, midac madatasan ka/u'ndinat. A'pldac Nanabucu wayabamat madatasan, ilkido : "Nln taga, ningadanita^^unan nindojim umadatasan !" ||| Out upon another lake they came, straight across the ice they made their way.
kidocimag." A'pitci pa'kada Nanaboju, aya'kuzi gaya. ||| Some people were abiding at the place : they saw the Wolves. "Halloo, see the Wolves that are running by! They are four, four (is their number) !"
Midac wabamad ma'rngana8 cingicininit, a'pitcidabisinlnit. ||| And Nanabushu was using his hand as he went run ning by.
Mlya'ta miskwi koni'kang owabandan. Mldac a'kidot a'kiwanzima'rngan : "Uji'toda kabaciwin !" ||| Again yelled the people: "Like what is the look of one of the Wolves? He is entirely with a tail!"
A, Nanabuju ki'timi! Agawadac uwldci'a'n ma'rnganan kabacinit ka'kicidowad dac kabaciwin, mri'mU pebasigvviwad uskinawag maTnganag. Mri/>u ajibicigagowawad uskinawag ; tibiskogu nongum kipigickijigatag wlyas, ml ajinagwa'k monzowiyas. Mldac Nanabqjo kistciminwandank tciwlsinit. A! midac tclba'kwawad. A! Nanaboju kaga't tciwlsini. ||| Oh, how the people laughed!
Mldac iman katawat, mojagidac ki'krcrsawag uskinawag; nlbiwa monzon unisawan ; kaya wawackaciwa6, anode gaya awanslyan onisawan. Kawl'ka pa'kadasi Nanaboju; monjag wanicicininig wlyas umltcim. Niguding idac kru'sigana pacig uskinawa maTngan, midac pimida nlbiwa ki'O*ci4tod. Mldac kaga't Nanaboju kiminwandank nlbiwa pimida wa- ||| Straight on they kept going. Oh, but how tired now was Nanabushu becoming ! When it was evening, they made camp. Where it was exceedingly cold by the shore of a lake was the place where they camped. There was no fire. A shallow place in the snow they dug, and that was where they lay down to sleep. Likewise Nanabushu dug a shallow place in the snow, and there he lay down to sleep. Very tired he was, and very much was he sweating, for hard had he been running. He was not able to sleep ; now was he becoming chilled, ever so cold was he.
bandank. Mlnawa dec ninguding pajig uskinawa wi'irsigana. Mldac a'kidot : "Kawln awiya ningakanawabamigusi, kawicimuyu'k." ||| The old Wolf spoke to his little son, saying: "I say, lend him one of your blankets."
Panimagu, ka'tibi'katinik mldac a'kidot a'kiwanzimaTngan : "Kagu, Nanabuju, kanawabama'kyan wa'u'siganat." ||| The little Wolf threw his tail over where Nanabushu lay asleep. Ah! but Nanabushu then became exceedingly warm. Upon that he went to sleep. And when he awoke, he was in a very heavy sweat. Whereupon he said, as he flung aside the wolf-tail : " Good gracious ! certainly a great producer of sweat is the dog-tail." Once more to sleep went Nanabushu. Again he awoke, so very cold was he again.
Medac ki'kawicimowad, medac a'ta arwe uskinawe ma'l'ngan namadabit usiganat. Mlidac Nanabuju klmotc ajikanawabamad, miidac wabamad andodaminit cacagwandan^ ||| The little Wolf over there was asleep. Thereupon once more Nanabushu pulled on the wolf-tail to cover (himself).
u'kanan, miidac pimida wantcitciwaninig udoning unaganing idac udanra-'ton. Magwadac kanawabamad Nanabuju andodaminit, mli ajiko'tigwandang ubi'kwa'kukanan medac Nanabuju uskpjigung may a glbangsininig. Medac Nana buju kra/'pisigagwat iwe u'kan. Alkiwanzidac ma'rngan uglpapodanan Nanabojon, mldac klbimadisit. Mri'dac i 5 anat : " Magica kigi'kanawabama." ||| The little Wolf then drew away his tail. "It was but a moment ago that you called it a dog-tail."
Medac a'kidot Nanabojo : "Kawin ningi'kanawabamasi, undcidagu nimba'kinda-u'k." ||| Ah! then once more Nanabushu became cold.
Me'i'dac mlnawa ninguding nl'biwa ayawad u'kanan, mli a'kidot a'kiwa^ima'rngan : "Tagana, klni'tam, Nanabujo, usiganan." ||| And as soon as the dawn was appearing, then began the sound of them getting up ; they could be heard shaking themselves. And while they could be heard starting away, the old Wolf said: "Come, Nanabushu, get up (from bed)! Already have your nephews started away."
Medac kaga't Nanabogo a'kidot " 'A7 wixsa ninga'O'sigana." Nanabuju dac uglmi'kwandan ka'todakud, kaga klnisigut. Medac a'kidot Nanabujo : uKawicimoyuk. Kagu awiya ningakanawabamigusi. Padagwingwacinuk." ||| Well, once more started Nanabushu, together with them. Again with great speed ran Nanabushu all the day long. And on the next evening said the old Wolf, he spoke to his sons, saying: "It is your uncle's turn to look for a place where we shall camp."
Medac Nanabojo mamadowandang u'kanan, a'kiwanzidac ma-rngan udu'O'ndci kanawabaman Nanabucon andoda minit; miidac Nanaboju aji'o'da'pinang kitci'o-'kan, medac ajipa'ki'tawad uskinawe maTnganan, mi ajinisat. Medac ||| Thereupon the young Wolf (said): "Go look for a place where we are to camp."
aji'crniskawat ka/lkina. A'kiwanzi dac i'kido : "Amc win pa'ki'tawat?" ||| And so Nanabushu went to find a place where it was very calm, where there was a very dense growth of balsamtrees. "Therefore here is a place where we will camp."
"Kawln run pa'kitawasl," i'kido Nanabujo. "Kaga't kipagi'tawa, kiglganawabamin kuca." "Kawin," i'kido Nanabuju. "Kanabatc klmotc1 ninglkanawabamigoban, meidac ki'kutigwandaman i we pigwa'kugan." ||| Then there was where they slept. In the middle of the night there arose a sound of the young Wolves getting up, for they were cold. They could be heard starting away. And in the morning up spoke the old Wolf: "Come, Nanabushu ! we have now been left behind. Now far away must be your nephews."
"Kaga't kiglpa'ki'tawa kuca." Miidac a'kiwa^zima'rngan kibabodanat ugwisan, mlidac kfpimadci'at, ki'pimadisinit ogwisan. ||| Whereupon then off started the elders. They found the others at the shore of a lake in a cold part of the place. And then once more they started on their way all together. Ah ! with great speed went running Nanabushu. Sometimes afar he was left behind, and so continually was he waited for by his companions. "Walk fast, walk fast, Nanabushu!"
Ninguding idaxc a'kiwanzi oganonan Nanabojon : "Mlsa- ||| Thereupon on the next evening they went into camp. And then spoke the old W'olf. He addressed Nanabushu, saying : " Now, to-morrow is when we shall arrive at the place whither we are bound."
jigwa tciguslyang. Pecig kigamlnin kidocim, ml au kaya ||| In the morning they set out together. Ah! once more on the run started Nanabushu. When it was noon, they came out upon a lake. They beheld some one seated far out on the ice. Up spoke the old Wolf: "Look, Nana bushu! maybe your nephews have shot and hit something." Thereupon they kept on till they reached the place where the being was sitting. The old Wolf had his head up, looking about, for he scented a moose. And Nanabushu himself did the same. So he was addressed by his com panion saying: "Do you smell a moose?"
gin kawldclwad dcinandawandcigat. Pajig kaya ningawi- ||| "Yes," he said.
dclwa. Kigamlnin iskuda." Medac ajipogidid a'kiwanzi. ||| " How many are they ?" said the old Wolf.
saga'tagan." Mlnawa glpogidi. "Mri'we krrman." Mlnawa ||| "They are three," said Nanabushu, - "one cow and two calves."
'toyan misan, ml iu kadicipajidcigwaskuniyan iman misan ||| "No," said the old Wolf, "there is but one moose."
a'tag, ml iu kadici piskanasag ickoda. Kagu win anicagu ||| Thereupon off running started the youths, likewise the old Wolf and Nanabushu too, ahead (went) the youths. In the mean time away had gone the moose, and so after the moose ran the youths. To Nanabushu then said the Wolf: "As you go, keep a careful look." Once as (they were going along) they saw a wolf-tooth sticking from a tree. Whereupon said the old Wolf: "I say, take up your nephew's pointed arrow !"
Mri'dac ajimadcawad ; papa'kan ijawad a'klng. Nlganiwanidac odojiman, wlnidac Nanabojo udanang pimosa. Tcibwa'O'di'tang idac wrkabaciwad, Nanabuju kri'nandam : "Taga ningagudcilton iskuda," mlidac, ka/i'ciuji'tdd misan a'ki'kang, me'rdac ajipacidcikwaskunit, meidac ka'ijipiskanag iskuda. A ! gaga't kistciminwandam Nanabujo. ||| And Nanabushu said: "What am I to do with a dog tooth ?"
Medac ka/rjimadcad. A'prrdac wadi'tang ima11 kra'tod ubimiwanan a'we uskinawe, mrrman kmji'tod gabaciwin • wlnidac uskinawa bapanandawandciga. A^Didac Nanabuju wa^odawad, ka/u^tod misan, ml'i/<u ajibagitcigwaskonit. Kaga anawi kipiskanan1. Mmawa glbajitcigwaskon1, nawadcidac pangi iskoda ki'a'yan1. Mmawa glpacidcigwaskuni, kawm ganaga ickuda oglwabandazln. Pinic kftibi^kadin1. A'pi'i'dac padagwicing uskinawa, onondan tcitcing wagamingisaning ; mmangwana'a11 Nanaboju pacidci kwaskwaskonit. Mldac a^kidot uskinawa. "Anln, Nanabuju, acitcigayan? M^gica kiglbabotawa." ||| Thereupon they started away ; into different lands they went. Now, ahead went his nephew, and Nanabushu him self travelled behind. And before they arrived where they were to camp, Nanabushu thought: "Now, I shall try to make a fire ;" whereupon, after he had gathered the wood together at a place, he then leaped over it, upon which up blazed the fire. Ah ! verily, much pleased was Nanabushu.
"Kawin," i'kido Nanaboju. ||| Thereupon they set out. And when he arrived at the place where the youth had put down his pack, then there he made the camp ; for the youth himself was away on a hunt for game. Now, when Nanabushu desired to make the fire, he put on the wood ; and so again he leaped over it. For all that, it barely caught fire. Once again he leaped over it, and even less was the fire there. Again he leaped over, and no fire at all did he see. At last night came on. Now, when back came the youth, he heard the sound of somebody thumping on the ground ; it turned out to be Nanabushu leaping over and over. Whereupon said the youth: "What, Nanabushu, are you doing? Per haps you have been kindling fires (without any reason)."
Mldac win uskinawa ka/rcibacidcigwaskonit, medac skuda klbiskanag. A'pitci gaya krkatclban Nanabuju. ||| "No," said Nanabushu.
Mldac anat : "Kagu mlnawa wi'ka iu todangan, panima ogu kfkabaciyan ml kadodaman." ||| And so, after the youth himself had leaped over, then the fire blazed up.
Medac kaga't ka'todang Nanaboju. Panima ogu ka*a''todin misan mri'u ajibajitcigwaskonit, medac skuda piskananig. Monjagidac klbabamadisiwag, monjag kaya awasi yan onisan awa uskinawa ; a'pitci monjag minowlsini Nana buju. A'pitci osagra/n udojiman. ||| And very cold was Nanabushu at the time.
Ningudingidac Nanabuju krrnabandam odojiman ki'pa'kobisanid slbing. Mlidac anat odojiman: "Taga, ayamgwamisin klcpin no'pinanat a'wasi. Klcpin dac sirbi wabandaman, manu mi'tig ani-a^pagiton, mldac iman tc^ani ta'ku'klyan ; misav^agu a'pitci agansing slblns, manu mi'tig anra^pagi^ton, medac Iman tci'a'nita'ku'klyan, misawagu a/nica pasagamiga'k. Kagu wanandagan iu aninan." ||| And then he said to him: "Don't ever do it again, not till you go into camp, then may you do it."
Kinwanjidac babamadisiwad. Ninguding kawin kitagwiciziwan odojiman. Me'rdac anandang Nanabuju: "Mlsa ganabatc ka'rnabandamamban." ||| And so truly that was what Nanabushu did. Not till he had put on the wood did he then leap over, where upon the fire blazed up. Now, continually were they travelling about, and often did the youth slay the game ; ever so frequently Nanabushu had good food to eat. Very fond was he of his nephew.
Windac uskinawa no'pinanat awasiyan. Kaga a/dimat mri/>u wabandang pasa'kamiganig. Axnawi uglmi'kwandan ka'i'gi^pan omicomayan, mldac iman krpa^kublsad ki'tcizlbing • kra'yani iman. ||| Now, once Nanabushu had a dream that his nephew fell into a river. Whereupon he then said to his nephew: "I wish that you would be careful when you are following after game. And when you see a river, just fling a stick ahead of you, for that is where you shall step ; even though it be a very small brook, do throw a stick ahead of you, and there you shall step, even though there be only the dry bed of a stream. Don't ever forget what I am telling you."
